entry	alignmentStart	alignmentEnd	envelopeStart	envelopeEnd	hmmAacc	hmmName	type	hmmStart	hmmEend	hmmLength	bitScore	eValue	clan	entryName	geneSymbol	length
A1L4K1	377	460	373	460	PF00041	fn3	Domain	4	85	85	46.2	2e-08	CL0159	FSD2_HUMAN	FSD2	749
A1L4K1	622	736	621	740	PF00622	SPRY	Family	2	115	120	35.2	5e-05	No_clan	FSD2_HUMAN	FSD2	749
A1L4L8	72	155	72	155	PF04749	PLAC8	Family	1	83	83	45	5.8e-08	No_clan	PL8L1_HUMAN	PLAC8L1	177
A1X283	6	124	5	125	PF00787	PX	Domain	2	112	113	72.7	1e-16	No_clan	SPD2B_HUMAN	SH3PXD2B	911
A1X283	161	203	158	203	PF00018	SH3_1	Domain	4	48	48	41.5	3.4e-07	CL0010	SPD2B_HUMAN	SH3PXD2B	911
A1X283	228	272	227	272	PF00018	SH3_1	Domain	2	48	48	49.4	1.1e-09	CL0010	SPD2B_HUMAN	SH3PXD2B	911
A1X283	377	419	374	419	PF00018	SH3_1	Domain	4	48	48	25.1	0.044	CL0010	SPD2B_HUMAN	SH3PXD2B	911
A1X283	855	909	854	910	PF07653	SH3_2	Domain	2	54	55	24.2	0.086	CL0010	SPD2B_HUMAN	SH3PXD2B	911
A1XBS5	1	219	1	219	PF06730	FAM92	Family	1	222	222	389.5	1.7e-113	CL0145	F92A1_HUMAN	FAM92A1	289
A1YPR0	24	127	24	129	PF00651	BTB	Domain	1	106	110	110	3e-28	CL0033	ZBT7C_HUMAN	ZBTB7C	619
A1Z1Q3	88	200	88	201	PF01661	Macro	Domain	1	117	118	141.1	7.1e-38	CL0223	MACD2_HUMAN	MACROD2	448
A2A274	65	279	65	282	PF00330	Aconitase	Family	1	221	455	246.3	2.4e-69	No_clan	A2A274_HUMAN	ACO2	805
A2A274	303	528	300	528	PF00330	Aconitase	Family	220	455	455	257.8	8e-73	No_clan	A2A274_HUMAN	ACO2	805
A2A274	608	736	607	737	PF00694	Aconitase_C	Domain	2	130	131	161	8e-44	CL0364	A2A274_HUMAN	ACO2	805
Q96BD6	98	220	97	228	PF00622	SPRY	Family	2	112	120	69.2	1.5e-15	No_clan	SPSB1_HUMAN	SPSB1	273
Q96BD6	234	272	234	273	PF07525	SOCS_box	Domain	1	33	34	41.5	5.2e-07	No_clan	SPSB1_HUMAN	SPSB1	273
O43759	21	167	20	167	PF01284	MARVEL	Domain	2	144	144	107	3.5e-27	CL0396	SNG1_HUMAN	SYNGR1	233
A2A288	89	243	88	244	PF11977	RNase_Zc3h12a	Domain	2	155	156	213	8.3e-60	CL0280	ZC12D_HUMAN	ZC3H12D	527
P21980	7	120	6	122	PF00868	Transglut_N	Domain	2	113	115	112.9	5.3e-29	No_clan	TGM2_HUMAN	TGM2	687
P21980	272	359	256	359	PF01841	Transglut_core	Family	49	113	113	64.1	6.3e-14	CL0125	TGM2_HUMAN	TGM2	687
P21980	473	571	473	573	PF00927	Transglut_C	Domain	1	104	106	92.7	6.3e-23	CL0159	TGM2_HUMAN	TGM2	687
P21980	587	684	587	686	PF00927	Transglut_C	Domain	1	104	106	72.4	1.3e-16	CL0159	TGM2_HUMAN	TGM2	687
P16949	7	140	7	140	PF00836	Stathmin	Family	1	134	134	196.3	8.7e-55	No_clan	STMN1_HUMAN	STMN1	149
Q9NQG1	2	85	2	85	PF06783	UPF0239	Family	1	88	88	116.8	1.6e-30	No_clan	MANBL_HUMAN	MANBAL	85
Q6ZP29	38	97	37	98	PF04193	PQ-loop	Repeat	2	60	61	49.7	1e-09	CL0141	LAAT1_HUMAN	PQLC2	291
Q6ZP29	183	240	183	243	PF04193	PQ-loop	Repeat	1	58	61	59.4	9.7e-13	CL0141	LAAT1_HUMAN	PQLC2	291
H0Y829	2	60	1	60	PF15202	Adipogenin	Family	20	79	79	116.1	2.3e-30	No_clan	H0Y829_HUMAN	ADIG	179
A2A2G4	16	489	14	490	PF03155	Alg6_Alg8	Family	3	452	453	484.6	1.5e-141	CL0111	A2A2G4_HUMAN	ALG6	509
Q9UJ14	155	653	154	655	PF01019	G_glu_transpept	Family	2	510	512	481.2	1.8e-140	CL0052	GGT7_HUMAN	GGT7	662
Q9UIX4	65	164	65	164	PF02214	BTB_2	Domain	1	94	94	93.8	2.6e-23	CL0033	KCNG1_HUMAN	KCNG1	513
Q9UIX4	227	466	226	470	PF00520	Ion_trans	Family	2	237	242	134.3	1.7e-35	CL0030	KCNG1_HUMAN	KCNG1	513
P62952	1	65	1	65	PF06726	BC10	Family	1	65	65	93.5	3.1e-23	No_clan	BLCAP_HUMAN	BLCAP	87
Q9BZ11	64	164	38	167	PF01562	Pep_M12B_propep	Family	31	130	133	81.7	2.4e-19	No_clan	ADA33_HUMAN	ADAM33	813
Q9BZ11	210	409	210	409	PF01421	Reprolysin	Domain	1	199	199	211.8	3.9e-59	CL0126	ADA33_HUMAN	ADAM33	813
Q9BZ11	426	500	426	500	PF00200	Disintegrin	Domain	1	78	78	74	5.4e-17	No_clan	ADA33_HUMAN	ADAM33	813
Q9BZ11	503	609	503	618	PF08516	ADAM_CR	Family	1	102	115	97.6	2.7e-24	No_clan	ADA33_HUMAN	ADAM33	813
Q9NUS5	1	194	1	195	PF15001	AP-5_subunit_s1	Family	1	192	193	239.8	1e-67	No_clan	AP5S1_HUMAN	AP5S1	200
Q9BY42	1	289	1	289	PF04641	Rtf2	Family	1	265	265	315.4	1.3e-90	CL0229	RTF2_HUMAN	RTFDC1	306
Q9NQG5	56	117	56	117	PF04818	CTD_bind	Family	1	65	65	76.7	9.1e-18	No_clan	RPR1B_HUMAN	RPRD1B	326
Q9NQG5	178	324	178	324	PF16566	CREPT	Domain	1	147	147	208.9	1.7e-58	No_clan	RPR1B_HUMAN	RPRD1B	326
Q9Y697	60	421	59	422	PF00266	Aminotran_5	Domain	2	370	371	307	7.3e-88	CL0061	NFS1_HUMAN	NFS1	457
O60676	35	128	34	128	PF00031	Cystatin	Domain	3	92	92	64.6	3.3e-14	CL0121	CST8_HUMAN	CST8	142
Q9NPA5	175	197	174	200	PF13912	zf-C2H2_6	Domain	2	24	27	13.6	220	CL0361	ZF64A_HUMAN	ZFP64	681
Q9NPA5	203	226	203	227	PF13909	zf-H2C2_5	Domain	1	24	25	17.1	24	CL0361	ZF64A_HUMAN	ZFP64	681
Q9NPA5	231	253	231	255	PF13909	zf-H2C2_5	Domain	1	23	25	16.4	41	CL0361	ZF64A_HUMAN	ZFP64	681
Q9NPA5	287	309	287	310	PF12874	zf-met	Domain	1	23	25	18.5	8.7	CL0361	ZF64A_HUMAN	ZFP64	681
Q9NPA5	315	337	315	338	PF13909	zf-H2C2_5	Domain	1	24	25	17.3	21	CL0361	ZF64A_HUMAN	ZFP64	681
Q9NPA5	344	365	344	367	PF13909	zf-H2C2_5	Domain	2	23	25	14.1	210	CL0361	ZF64A_HUMAN	ZFP64	681
Q9NPA5	371	395	371	395	PF13909	zf-H2C2_5	Domain	1	25	25	22.6	0.42	CL0361	ZF64A_HUMAN	ZFP64	681
Q9NPA5	425	449	424	450	PF13912	zf-C2H2_6	Domain	2	26	27	35.1	3.9e-05	CL0361	ZF64A_HUMAN	ZFP64	681
Q8WYA6	58	162	57	162	PF08216	CTNNBL	Domain	2	104	104	133.1	1.7e-35	No_clan	CTBL1_HUMAN	CTNNBL1	563
A2A2Q9	17	330	17	343	PF05282	AAR2	Family	1	314	352	331	4.6e-95	No_clan	A2A2Q9_HUMAN	AAR2	398
Q8TDL5	44	210	43	215	PF01273	LBP_BPI_CETP	Family	2	163	164	117.9	1.5e-30	No_clan	BPIB1_HUMAN	BPIFB1	484
Q8TDL5	363	457	334	471	PF02886	LBP_BPI_CETP_C	Domain	127	219	238	25	0.049	No_clan	BPIB1_HUMAN	BPIFB1	484
Q5JWF2	646	1026	621	1026	PF00503	G-alpha	Domain	25	377	377	377.4	3.5e-109	CL0023	GNAS1_HUMAN	GNAS	1037
Q9P2E9	33	170	33	171	PF05104	Rib_recp_KP_reg	Family	1	156	157	131.7	2.2e-34	No_clan	RRBP1_HUMAN	RRBP1	1410
P16083	4	212	4	212	PF02525	Flavodoxin_2	Domain	1	198	198	176.1	3.1e-48	CL0042	NQO2_HUMAN	NQO2	231
P04156	1	28	1	28	PF11587	Prion_bPrPp	Family	1	30	30	61.9	1.6e-13	No_clan	PRIO_HUMAN	PRNP	253
P04156	134	251	134	252	PF00377	Prion	Domain	1	116	117	121.4	7.8e-32	No_clan	PRIO_HUMAN	PRNP	253
P42696	187	219	187	234	PF00076	RRM_1	Domain	1	33	70	29.5	0.0021	CL0221	RBM34_HUMAN	RBM34	430
P42696	289	358	289	358	PF00076	RRM_1	Domain	1	70	70	57.8	3.1e-12	CL0221	RBM34_HUMAN	RBM34	430
J3KPA4	232	310	232	310	PF00341	PDGF	Domain	1	82	82	94.1	2.2e-23	CL0079	J3KPA4_HUMAN	VEGFA	412
J3KPA4	363	412	360	412	PF14554	VEGF_C	Domain	8	58	58	96.4	3.4e-24	No_clan	J3KPA4_HUMAN	VEGFA	412
A2A2V5	2	106	1	106	PF15872	SRTM1	Family	2	103	103	187.6	1.7e-52	No_clan	SRTM1_HUMAN	SERTM1	107
A2A2Y4	36	98	36	99	PF09379	FERM_N	Domain	1	64	65	59.5	1e-12	CL0072	FRMD3_HUMAN	FRMD3	597
A2A2Y4	116	225	115	225	PF00373	FERM_M	Domain	2	112	112	65.1	2.9e-14	No_clan	FRMD3_HUMAN	FRMD3	597
A2A2Y4	229	314	229	316	PF09380	FERM_C	Domain	1	91	93	65.9	1.4e-14	CL0266	FRMD3_HUMAN	FRMD3	597
A2A2Y4	323	365	323	366	PF08736	FA	Family	1	43	44	49.9	1.1e-09	No_clan	FRMD3_HUMAN	FRMD3	597
A2A2Z9	38	131	38	131	PF12796	Ank_2	Repeat	1	86	86	45.7	3.9e-08	CL0465	AN18B_HUMAN	ANKRD18B	1011
A2A2Z9	134	197	131	197	PF12796	Ank_2	Repeat	27	86	86	35	8.6e-05	CL0465	AN18B_HUMAN	ANKRD18B	1011
A2A2Z9	153	207	153	207	PF13857	Ank_5	Domain	1	56	56	36.1	2.6e-05	CL0465	AN18B_HUMAN	ANKRD18B	1011
A2A2Z9	336	627	336	627	PF14915	CCDC144C	Coiled-coil	1	305	305	336.2	7.1e-97	No_clan	AN18B_HUMAN	ANKRD18B	1011
A2A2Z9	874	977	872	978	PF12001	DUF3496	Family	3	108	109	127.1	1.6e-33	No_clan	AN18B_HUMAN	ANKRD18B	1011
Q96NH3	12	857	12	859	PF14961	BROMI	Family	1	852	1290	1493.8	0	No_clan	BROMI_HUMAN	TBC1D32	1257
Q96NH3	857	1253	856	1254	PF14961	BROMI	Family	893	1289	1290	763.3	1.8e-225	No_clan	BROMI_HUMAN	TBC1D32	1257
Q8N6G6	38	81	37	81	PF00090	TSP_1	Family	2	49	49	24.9	0.078	No_clan	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	383	406	381	437	PF00090	TSP_1	Family	4	27	49	22.2	0.56	No_clan	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	443	486	441	492	PF00090	TSP_1	Family	4	44	49	22.6	0.41	No_clan	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	530	554	528	583	PF00090	TSP_1	Family	5	28	49	26.6	0.023	No_clan	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	673	698	671	728	PF00090	TSP_1	Family	4	28	49	24.6	0.097	No_clan	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	736	788	734	788	PF00090	TSP_1	Family	5	49	49	24.8	0.085	No_clan	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	795	820	790	849	PF00090	TSP_1	Family	4	29	49	20.9	1.4	No_clan	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	894	949	891	954	PF07679	I-set	Domain	17	75	90	28.4	0.0057	CL0011	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	1197	1266	1180	1267	PF07679	I-set	Domain	17	89	90	42.2	2.8e-07	CL0011	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	1294	1369	1286	1370	PF07679	I-set	Domain	8	89	90	45.2	3.2e-08	CL0011	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	1404	1486	1395	1486	PF07679	I-set	Domain	8	90	90	36.3	2e-05	CL0011	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	1552	1607	1547	1607	PF00090	TSP_1	Family	4	49	49	21.7	0.8	No_clan	ATL1_HUMAN	ADAMTSL1	1762
Q8N6G6	1730	1759	1730	1760	PF08686	PLAC	Domain	1	31	32	29.7	0.0035	No_clan	ATL1_HUMAN	ADAMTSL1	1762
P08572	61	116	56	118	PF01391	Collagen	Repeat	1	56	60	31.7	0.00041	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	115	170	112	173	PF01391	Collagen	Repeat	4	59	60	30.3	0.0011	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	184	232	182	234	PF01391	Collagen	Repeat	4	52	60	29	0.0029	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	293	347	291	353	PF01391	Collagen	Repeat	4	58	60	35.3	3.2e-05	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	423	482	423	483	PF01391	Collagen	Repeat	1	59	60	32.8	2e-04	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	494	549	491	552	PF01391	Collagen	Repeat	4	59	60	39.1	2.1e-06	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	684	739	679	740	PF01391	Collagen	Repeat	1	56	60	31.6	0.00044	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	720	775	720	778	PF01391	Collagen	Repeat	4	59	60	31.9	0.00038	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	780	837	777	838	PF01391	Collagen	Repeat	2	59	60	35	3.8e-05	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	821	877	812	892	PF01391	Collagen	Repeat	1	57	60	27.5	0.0089	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	869	926	862	938	PF01391	Collagen	Repeat	1	58	60	31.2	0.00062	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	920	978	920	981	PF01391	Collagen	Repeat	1	59	60	35	4.1e-05	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	1033	1088	1032	1096	PF01391	Collagen	Repeat	3	58	60	35.6	2.5e-05	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	1101	1155	1098	1157	PF01391	Collagen	Repeat	4	58	60	36.5	1.3e-05	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	1155	1212	1152	1214	PF01391	Collagen	Repeat	1	58	60	32.7	0.00021	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	1278	1336	1278	1340	PF01391	Collagen	Repeat	1	59	60	32.9	0.00018	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	1332	1389	1332	1396	PF01391	Collagen	Repeat	1	58	60	33.9	8.6e-05	No_clan	CO4A2_HUMAN	COL4A2	1712
P08572	1491	1594	1490	1595	PF01413	C4	Domain	2	110	111	119.8	3.1e-31	CL0056	CO4A2_HUMAN	COL4A2	1712
P08572	1599	1710	1598	1710	PF01413	C4	Domain	2	111	111	146.9	1.1e-39	CL0056	CO4A2_HUMAN	COL4A2	1712
A2A368	4	94	3	111	PF12440	MAGE_N	Family	2	92	94	70.5	6.6e-16	No_clan	MAGBG_HUMAN	MAGEB16	324
A2A368	202	287	189	288	PF01454	MAGE	Family	110	198	199	40.7	8.8e-07	No_clan	MAGBG_HUMAN	MAGEB16	324
Q8NF50	73	164	71	164	PF11878	DUF3398	Family	3	96	96	75.2	1.8e-17	No_clan	DOCK8_HUMAN	DOCK8	2099
Q8NF50	556	738	556	738	PF14429	DOCK-C2	Family	1	171	171	159.3	3.6e-43	CL0154	DOCK8_HUMAN	DOCK8	2099
Q8NF50	1536	2058	1533	2059	PF06920	DHR-2	Family	4	523	524	688.5	2.6e-203	No_clan	DOCK8_HUMAN	DOCK8	2099
O95786	1	92	1	93	PF16739	CARD_2	Domain	1	92	93	95.6	6.1e-24	CL0041	DDX58_HUMAN	DDX58	925
O95786	100	186	99	190	PF16739	CARD_2	Domain	2	89	93	86.3	4.7e-21	CL0041	DDX58_HUMAN	DDX58	925
O95786	256	410	231	413	PF04851	ResIII	Family	23	168	172	61.1	5.9e-13	CL0023	DDX58_HUMAN	DDX58	925
O95786	614	732	608	734	PF00271	Helicase_C	Family	7	103	105	53.9	7.8e-11	CL0023	DDX58_HUMAN	DDX58	925
O95786	807	922	806	923	PF11648	RIG-I_C-RD	Family	2	115	116	125	8.1e-33	No_clan	DDX58_HUMAN	DDX58	925
A2A393	54	176	54	187	PF14825	DUF4483	Family	1	130	159	127.8	1.4e-33	No_clan	A2A393_HUMAN	CFAP77	198
O60241	314	361	313	361	PF00090	TSP_1	Family	2	49	49	45.5	2.9e-08	No_clan	AGRB2_HUMAN	ADGRB2	1585
O60241	369	416	368	416	PF00090	TSP_1	Family	2	49	49	42.3	2.9e-07	No_clan	AGRB2_HUMAN	ADGRB2	1585
O60241	424	471	424	471	PF00090	TSP_1	Family	2	49	49	30.8	0.0012	No_clan	AGRB2_HUMAN	ADGRB2	1585
O60241	479	527	479	527	PF00090	TSP_1	Family	1	49	49	33.2	2e-04	No_clan	AGRB2_HUMAN	ADGRB2	1585
O60241	610	847	609	848	PF16489	GAIN	Domain	2	215	216	138.8	8.2e-37	No_clan	AGRB2_HUMAN	ADGRB2	1585
O60241	872	917	872	917	PF01825	GPS	Motif	1	34	34	43.8	1.4e-07	No_clan	AGRB2_HUMAN	ADGRB2	1585
O60241	932	1198	929	1198	PF00002	7tm_2	Family	4	241	241	221.8	3.6e-62	CL0192	AGRB2_HUMAN	ADGRB2	1585
A2A3D8	130	234	130	234	PF00028	Cadherin	Family	1	93	93	37.4	1.1e-05	CL0159	A2A3D8_HUMAN	PCDH15	1962
A2A3D8	398	477	389	478	PF00028	Cadherin	Family	12	92	93	29.7	0.0029	CL0159	A2A3D8_HUMAN	PCDH15	1962
A2A3D8	499	583	492	584	PF00028	Cadherin	Family	8	92	93	47.4	8.8e-09	CL0159	A2A3D8_HUMAN	PCDH15	1962
A2A3D8	599	686	599	686	PF00028	Cadherin	Family	1	93	93	57	8.7e-12	CL0159	A2A3D8_HUMAN	PCDH15	1962
Q9HCF6	904	1146	896	1149	PF00520	Ion_trans	Family	5	239	242	63.1	9.8e-14	CL0030	TRPM3_HUMAN	TRPM3	1732
Q9HCF6	1240	1295	1240	1295	PF16519	TRPM_tetra	Domain	1	56	56	82	1.1e-19	No_clan	TRPM3_HUMAN	TRPM3	1732
E9PEJ6	41	95	25	96	PF16209	PhoLip_ATPase_N	Family	11	66	67	83.2	3.5e-20	No_clan	E9PEJ6_HUMAN	ATP11A	1191
E9PEJ6	102	374	101	377	PF00122	E1-E2_ATPase	Family	2	202	221	40.8	6.6e-07	No_clan	E9PEJ6_HUMAN	ATP11A	1191
E9PEJ6	411	833	411	834	PF12710	HAD	Family	1	216	217	70	1.4e-15	CL0137	E9PEJ6_HUMAN	ATP11A	1191
E9PEJ6	851	1103	851	1103	PF16212	PhoLip_ATPase_C	Family	1	227	227	243.4	1.1e-68	No_clan	E9PEJ6_HUMAN	ATP11A	1191
A2A3K4	159	235	100	243	PF00782	DSPc	Domain	51	125	133	43.9	8.4e-08	CL0031	PTPC1_HUMAN	PTPDC1	754
A2A3L6	120	144	118	148	PF00515	TPR_1	Repeat	4	28	34	17.1	16	CL0020	TTC24_HUMAN	TTC24	582
A2A3L6	155	180	154	183	PF00515	TPR_1	Repeat	2	27	34	18.3	6.7	CL0020	TTC24_HUMAN	TTC24	582
A2A3L6	273	344	270	345	PF13424	TPR_12	Repeat	5	78	79	42.7	2.3e-07	CL0020	TTC24_HUMAN	TTC24	582
A2A3L6	355	382	353	385	PF00515	TPR_1	Repeat	3	30	34	22.3	0.35	CL0020	TTC24_HUMAN	TTC24	582
P20142	18	46	18	46	PF07966	A1_Propeptide	Motif	1	29	29	52.7	1.2e-10	No_clan	PEPC_HUMAN	PGC	388
P20142	72	387	72	387	PF00026	Asp	Family	1	317	317	395.6	8.1e-115	CL0129	PEPC_HUMAN	PGC	388
A2A3N6	113	394	111	395	PF01504	PIP5K	Family	3	224	225	268.4	1.9e-76	No_clan	PIPSL_HUMAN	PIPSL	862
A2A3N6	495	647	492	668	PF13519	VWA_2	Domain	6	153	172	36	3.5e-05	CL0128	PIPSL_HUMAN	PIPSL	862
P62753	1	126	1	126	PF01092	Ribosomal_S6e	Family	1	126	126	233.4	2.2e-66	No_clan	RS6_HUMAN	RPS6	249
P45880	15	287	14	287	PF01459	Porin_3	Family	2	271	271	280.4	6.7e-80	No_clan	VDAC2_HUMAN	VDAC2	294
P10586	33	124	33	124	PF07679	I-set	Domain	1	90	90	59.6	1.1e-12	CL0011	PTPRF_HUMAN	PTPRF	1907
P10586	135	216	135	225	PF07679	I-set	Domain	1	82	90	46.4	1.3e-08	CL0011	PTPRF_HUMAN	PTPRF	1907
P10586	232	315	232	315	PF07679	I-set	Domain	1	90	90	35.5	3.6e-05	CL0011	PTPRF_HUMAN	PTPRF	1907
P10586	321	401	320	401	PF00041	fn3	Domain	2	85	85	56.9	8.9e-12	CL0159	PTPRF_HUMAN	PTPRF	1907
P10586	415	500	415	500	PF00041	fn3	Domain	1	85	85	49.1	2.5e-09	CL0159	PTPRF_HUMAN	PTPRF	1907
P10586	514	592	513	594	PF00041	fn3	Domain	2	83	85	52.7	1.8e-10	CL0159	PTPRF_HUMAN	PTPRF	1907
P10586	609	696	607	696	PF00041	fn3	Domain	2	85	85	55.2	3e-11	CL0159	PTPRF_HUMAN	PTPRF	1907
P10586	711	809	710	809	PF00041	fn3	Domain	2	85	85	51.2	5.5e-10	CL0159	PTPRF_HUMAN	PTPRF	1907
P10586	832	902	823	903	PF00041	fn3	Domain	12	83	85	45.1	4.3e-08	CL0159	PTPRF_HUMAN	PTPRF	1907
P10586	919	1000	917	1000	PF00041	fn3	Domain	3	85	85	56	1.6e-11	CL0159	PTPRF_HUMAN	PTPRF	1907
P10586	1375	1606	1375	1606	PF00102	Y_phosphatase	Domain	1	235	235	284.6	2.6e-81	CL0031	PTPRF_HUMAN	PTPRF	1907
P10586	1664	1897	1664	1897	PF00102	Y_phosphatase	Domain	1	235	235	263.9	5.6e-75	CL0031	PTPRF_HUMAN	PTPRF	1907
Q7Z465	83	211	83	211	PF12496	BNIP2	Family	1	137	137	131.2	1.5e-34	No_clan	BNIPL_HUMAN	BNIPL	357
Q7Z465	214	349	212	350	PF13716	CRAL_TRIO_2	Domain	3	138	139	115.2	1.1e-29	CL0512	BNIPL_HUMAN	BNIPL	357
O15068	91	224	91	225	PF13716	CRAL_TRIO_2	Domain	1	138	139	41.8	4.8e-07	CL0512	MCF2L_HUMAN	MCF2L	1137
O15068	352	454	351	456	PF00435	Spectrin	Domain	2	103	105	35.4	5.1e-05	No_clan	MCF2L_HUMAN	MCF2L	1137
O15068	635	810	635	810	PF00621	RhoGEF	Domain	1	180	180	128.4	1.4e-33	No_clan	MCF2L_HUMAN	MCF2L	1137
O15068	844	944	830	945	PF00169	PH	Domain	10	105	106	32.2	0.00053	CL0266	MCF2L_HUMAN	MCF2L	1137
O15068	1063	1113	1035	1114	PF07653	SH3_2	Domain	5	54	55	22.4	0.32	CL0010	MCF2L_HUMAN	MCF2L	1137
P13942	98	197	90	211	PF02210	Laminin_G_2	Domain	8	103	127	34	0.00015	CL0004	COBA2_HUMAN	COL11A2	1736
P13942	399	447	396	450	PF01391	Collagen	Repeat	1	49	60	35.7	2.4e-05	No_clan	COBA2_HUMAN	COL11A2	1736
P13942	487	545	485	546	PF01391	Collagen	Repeat	1	59	60	35.8	2.2e-05	No_clan	COBA2_HUMAN	COL11A2	1736
P13942	541	590	528	606	PF01391	Collagen	Repeat	7	56	60	28.4	0.0044	No_clan	COBA2_HUMAN	COL11A2	1736
P13942	841	899	832	900	PF01391	Collagen	Repeat	1	59	60	29.3	0.0024	No_clan	COBA2_HUMAN	COL11A2	1736
P13942	1099	1156	1099	1156	PF01391	Collagen	Repeat	1	58	60	32.4	0.00026	No_clan	COBA2_HUMAN	COL11A2	1736
P13942	1114	1172	1114	1175	PF01391	Collagen	Repeat	1	59	60	36.6	1.3e-05	No_clan	COBA2_HUMAN	COL11A2	1736
P13942	1541	1618	1539	1621	PF01410	COLFI	Family	3	79	233	119.3	6.6e-31	CL0422	COBA2_HUMAN	COL11A2	1736
P13942	1620	1734	1616	1734	PF01410	COLFI	Family	105	233	233	78.2	2.5e-18	CL0422	COBA2_HUMAN	COL11A2	1736
Q92504	133	466	132	466	PF02535	Zip	Family	2	333	333	268.3	4.2e-76	CL0184	S39A7_HUMAN	SLC39A7	469
H0Y732	71	144	71	147	PF00993	MHC_II_alpha	Domain	1	76	80	74	2.7e-17	CL0343	H0Y732_HUMAN	HLA-DMA	290
H0Y732	166	237	163	242	PF07654	C1-set	Domain	4	79	86	51.3	5e-10	CL0011	H0Y732_HUMAN	HLA-DMA	290
H0Y732	247	283	245	289	PF16196	C1-set_C	Family	3	40	53	25.9	0.023	No_clan	H0Y732_HUMAN	HLA-DMA	290
Q5SU54	46	117	45	118	PF00969	MHC_II_beta	Domain	2	73	75	122.8	2.1e-32	CL0343	Q5SU54_HUMAN	HLA-DQB1	269
Q5SU54	135	216	135	217	PF07654	C1-set	Domain	1	85	86	100.1	2.9e-25	CL0011	Q5SU54_HUMAN	HLA-DQB1	269
Q9HCM9	29	69	29	69	PF15227	zf-C3HC4_4	Domain	1	42	42	55.6	1.8e-11	CL0229	TRI39_HUMAN	TRIM39	518
Q9HCM9	103	143	102	143	PF00643	zf-B_box	Domain	2	42	42	34.5	7.5e-05	No_clan	TRI39_HUMAN	TRIM39	518
Q9HCM9	339	388	339	388	PF13765	PRY	Family	1	49	49	75.8	6.3e-18	No_clan	TRI39_HUMAN	TRIM39	518
Q9HCM9	392	498	392	509	PF00622	SPRY	Family	1	108	120	74.3	3.8e-17	No_clan	TRI39_HUMAN	TRIM39	518
Q14676	55	123	54	124	PF00498	FHA	Family	2	68	69	40.3	1.3e-06	CL0357	MDC1_HUMAN	MDC1	2089
O75955	4	184	3	185	PF01145	Band_7	Family	2	176	177	81.6	2.9e-19	CL0433	FLOT1_HUMAN	FLOT1	427
O75955	310	388	308	404	PF15975	Flot	Family	1	81	121	30.6	0.0014	No_clan	FLOT1_HUMAN	FLOT1	427
O43189	90	140	89	142	PF00628	PHD	Domain	2	50	52	36.4	1.6e-05	CL0390	PHF1_HUMAN	PHF1	567
O43189	534	563	531	565	PF14061	Mtf2_C	Domain	17	46	48	31.7	0.00055	No_clan	PHF1_HUMAN	PHF1	567
O15212	10	114	10	115	PF01920	Prefoldin_2	Family	1	105	106	92.3	7.4e-23	CL0200	PFD6_HUMAN	PFDN6	129
O15211	92	184	91	188	PF00618	RasGEF_N	Domain	2	101	105	51	6.3e-10	CL0542	RGL2_HUMAN	RGL2	777
O15211	246	461	246	461	PF00617	RasGEF	Family	1	158	158	148.5	9.3e-40	No_clan	RGL2_HUMAN	RGL2	777
O15211	649	734	648	735	PF00788	RA	Domain	2	92	93	47.8	7.8e-09	CL0072	RGL2_HUMAN	RGL2	777
A2AB90	327	408	321	411	PF07654	C1-set	Domain	9	82	86	27.7	0.011	CL0011	A2AB90_HUMAN	TAPBP	466
O15209	47	149	47	151	PF00651	BTB	Domain	1	108	110	85.9	9.4e-21	CL0033	ZBT22_HUMAN	ZBTB22	634
O43196	226	536	225	536	PF05192	MutS_III	Domain	2	157	157	69.5	1.5e-15	No_clan	MSH5_HUMAN	MSH5	834
